tweetID	tweetTime	tweetText	tweetLanguage	tweetCoordinates	tweetPlace	positive	negative	neutral	happiness	sadness	disgust	fear	surprise	anger	unsure	notes
1243273268368375808	2020-03-26 20:27:00	Aznar singing Elton John in Spanish, I'd rather have coronavirus	es				X				X					
1243808188706820096	2020-03-28 7:52:35	There is no one to ask the poor to send airplanes to bring the rich home. #IndiaDeservesBetter	hi		Place(_api=<tweepy.api.API object at 0x000002DAD1A40C88>, id='0bfe3ceab0eab897', url='https://api.twitter.com/1.1/geo/id/0bfe3ceab0eab897.json', place_type='admin', name='Bihar', full_name='Bihar, India', country_code='IN', country='India', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000002DAD1A40C88>, type='Polygon', coordinates=[[[83.324301, 24.286947], [88.298296, 24.286947], [88.298296, 27.52129], [83.324301, 27.52129]]]), attributes={})										X	check translation
1244702498490912774	2020-03-30 19:06:15	Russia weighs nationwide coronavirus lockdown as toll rises	en				X					X				
1237919084219678720	2020-03-12 1:51:23	NBA suspended, are you happy covid19?	tl				X							X		
1240079587188428800	2020-03-18 0:56:27	Today @secstatewa Kim Wyman and county auditors asked @govinslee to cancel the April 28 special election. There's concern about conducting them safely amid spread of #coronavirus. In Snohomish County, school districts did pul their measures off so election canceled. #waelex	en				X					X				
1236135159117774849	2020-03-07 3:42:42	#AskABC2020 how long can the Coronavirus live outside the body?	en					X								
1244891239171801093	2020-03-31 7:36:15	Im scared the new cases of covid19 here in our barangay you are just my age!	tl				X					X				
1240034489360924676	2020-03-17 21:57:15	@ spitta1969 This is another chanta?	es					X								
1237707435474915329	2020-03-11 11:50:22	@SICNoticias The one more lie caused by coronavirus	pt				X			X						
1243737325898735617	2020-03-28 3:11:00	UK Parliament: Limited companies to receive the same as self employed and employees during coronavirus. - Sign the Petition!  via @UKChange	en					X								
1242490678107680769	2020-03-24 16:37:16	INFORMATIVE ALERT !!! THE DEATHS OF CORONAVIRUS RISE TO 7 IN PERU The Minsa reported that the victims are a 38-year-old man who died in the Rebagliati hospital and a 66-year-old woman who died in the Virgen de la Puerta Hospital in Trujillo, La Libertad.	es				X			X		X				
1238594438420725760	2020-03-13 22:35:00	6.16 million people in Missouri and they have only tested 94 people. Yesterday the Governor said Missouri currently has 1000 tests in the whole state. This is outrageous. #coronavirus	en				X							X		
1235251410092118016	2020-03-04 17:11:00	MY WORK JUST CALLED A MEETING ABOUT THE CORONAVIRUS , okay i can't anymore	en				X			X						
1240699677881683968	2020-03-19 18:00:28	Following the measures of the US government to rescue the economy, the dollar stabilized. However, the main Wall Street indices opened in the red. #Latinus #InformacionParaTi #Coronavirus # COVID19	es			X	X									UNUSABLE
1240933698079297536	2020-03-20 9:30:23	@TheKanikakapoor 	und													UNUSABLE
1241062744415068161	2020-03-20 18:03:10	Every #American should be able to #vote by mail in November 2020. Don't let #Republicans suppress the #vote. @amyklobuchar @RonWyden	en				X							X		
1240999317814607878	2020-03-20 13:51:08	#COVID19NIGERIA #CoronaVirusUpdate #Chloroquine #StopTheSpread #onepiece975 #KanikaKapoor #Covid_19 #covid19kenya	und													UNUSABLE
1238924055992045568	2020-03-14 20:24:47	COVID-19 update	en	{'type': 'Point', 'coordinates': [-6.5126264, 55.0689287]}	Place(_api=<tweepy.api.API object at 0x000002DAD1A40C88>, id='0388b49316be1ea0', url='https://api.twitter.com/1.1/geo/id/0388b49316be1ea0.json', place_type='city', name='Ballymoney', full_name='Ballymoney, Northern Ireland', country_code='GB', country='United Kingdom', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000002DAD1A40C88>, type='Polygon', coordinates=[[[-6.5361023, 55.0566024], [-6.4875176, 55.0566024], [-6.4875176, 55.0901448], [-6.5361023, 55.0901448]]]), attributes={})											UNUSABLE
1242232074515480578	2020-03-23 23:29:40	Send them back.	en				X							X		
1243510322499125248	2020-03-27 12:08:58	Sobchak told which of the stars the infected COVID-19 Leshchenko spoke with -	ru												X	
1241745966698381315	2020-03-22 15:18:03	Canadian scientists fight coronavirus pandemic on dozens of fronts	en			X			X							
1237950868827312129	2020-03-12 3:57:41	@shukla_tarun @WHO @VikasReports There is no term like pandemic. WHO declared the highest status as Emergency which puts this outbreak at red category.	en				X					X				
1235121665228435457	2020-03-04 8:35:27	Coronavirus-Naples, the doctors' recommendations to the players: no to ... #GoNapoliForever	it			X			X							
1239165588959887361	2020-03-15 12:24:33	That is for you to see, the 2 models, capitalism and humanism	es					X								
1237519647852789766	2020-03-10 23:24:10	Coachella music festival postponed over coronavirus fears. Here are the new dates.	en				X					X				
1240727216721453057	2020-03-19 19:49:54	If later one messes with the gypsies of the 3000, they call you a racist and a bad person ... Their neighborhood, their rules, they sweat that the whole of Spain is locked up at home, they can come out 50 people to sing and clap their hands. ..	es				X							X		
1243294747294392321	2020-03-26 21:52:21	That's the whole point! Here is his moment to be a hero, save lives and he's failing miserably. Instead of keeping ppl safe, he wants everything open because the economy is suffering. He thinks we're out to get him by shutting the country down, because, you know it all about him.	en				X							X		
1234366397309800454	2020-03-02 6:34:17	Sumo: March tournament to be held behind closed doors due to Chinese coronavirus - The Mainichi	en				X			X						
1242922976015560706	2020-03-25 21:15:04	@guardian No, I'm pretty sure it's just because you're an #idiot @kanyewest!    #KanyeWest #idiots #DonaldTrump #TrumpMadness #Trump #TrumpCrimeSyndicate #CNN #getreal #RealityCheck #kanyewestisover #KanyeWestIsALiar #Mentalhealth #21daylockdown #CoronavirusLockdown #COVID19 #Twitter	en				X							X		
1238475542120353792	2020-03-13 14:42:33	The event has finally been canceled due to coronavirus. The smashgg page has been unpublished and you have all been removed. We don't have a date set for anything. Stay tuned for news of upcoming tournaments in Torrevieja.	es				X			X						
1241304269791416321	2020-03-21 10:02:54	Very informative!	en			X			X							
1239237039184379910	2020-03-15 17:08:28	Hour before open. Or We still halted. Not sure if it's Monday or Thursday.	en					X							X	
1243390877159976963	2020-03-27 4:14:20	Is this like the George W. Bush moment in the school when he found out about the first tower being hit...asking for a friend.	en				X			X						
1238846230500757507	2020-03-14 15:15:32	Coronavirus: UK death toll doubles overnight	en				X					X				
1243201051723010049	2020-03-26 15:40:02	Health Minister Dr Zweli Mkhize says the number of confirmed Covid-19 cases in SA is now 927.	en				X			X						
1235128009247592449	2020-03-04 9:00:39	How the rich are preparing for a coronavirus outbreak	en					X								
1244003614131019777	2020-03-28 20:49:08	His immune system is stronger then these high school relationships	en			X			X							
1244678754875498496	2020-03-30 17:31:54	The peak corona hitting India now. Bad days ahead.	en				X					X				
1241254293245775873	2020-03-21 6:44:19	The council of the order 27-76 offers you a call number available 7 days a week in the context of this exceptional situation, where we will answer your questions. CIDOI Eure & Seine-Maritime Special Line COVID-19 7 days a week tel: 07 80 97 55 01	fr			X		X	X							
1241631869977808899	2020-03-22 7:44:40	here it is	tl					X								
1244268043875819520	2020-03-29 14:19:53	A neural network can help spot #COVID19  in chest x-rays was developed by @UWaterloo students called COVID-net    #Coronavirus  #CoronavirusPandemic  #DeepLearning  #ArtificialIntelligence  #MachineVision	en			X			X							
1242930157498830848	2020-03-25 21:43:36	#Coronavirus | The president branded "Idiots" those who do not comply with the quarantine.	es				X							X		
1237965108699111424	2020-03-12 4:54:16	* Tom Hanks has coronavirus *  Me:	en				X			X						
1240918384730087425	2020-03-20 8:29:32	Coronavirus updates: Donald Trump signs emergency aid package as US death toll hits 150; 2 congressmen test positive; Malls closing  USA TODAY  How Trump changed his tune on coronavirus again and again ... and again  The Guardian  Italy reports 475 ne...	en				X			X		X				
1242443680000217092	2020-03-24 13:30:31	Nearly half of Canada's COVID-19 cases now acquired through community spread, Public Health Agency of Canada says  by @carlyweeks	en				X					X				
1236690028039938050	2020-03-08 16:27:33	@PermSecretario In the world there are 107,352 confirmed cases of coronavirus, of which 60,558 have already been recovered. Of the 3,646 deaths, most were in China in the initial stages of the disease.	es			X			X							
1235580857684873218	2020-03-05 15:00:07	#Covid-19 slowing down Asean- #China #trade, tourism" & all the #Asean Morning #news you need to know on one page for March  5, 2020 via @aecnewstoday  #SARSCovs  #coronaVirus  #Covip9      #Independentmedia in #Cambodia    	en			X			X							
1244614367255179265	2020-03-30 13:16:03	CHILD CARE HUBS - Moving forward all applications for childcare must be made via this link   Applications for wkend provision starting 4th April must be made by 31st March, please identify your needs as far in advance as possible. Thank you	en					X								
1244677123283079169	2020-03-30 17:25:25	The full Miklos Horthy.	en					X								
1239695447167578113	2020-03-16 23:30:01	A local doctor answered questions about COVID-19 and children	en					X								
1241265199136428032	2020-03-21 7:27:39	ngngkhacchring + khwrthamtangnaaneelw	th		Place(_api=<tweepy.api.API object at 0x000002DAD1A40C88>, id='00f1a9463f5b8801', url='https://api.twitter.com/1.1/geo/id/00f1a9463f5b8801.json', place_type='city', name='Din Daeng', full_name='Din Daeng, Thailand', country_code='TH', country='Thailand', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000002DAD1A40C88>, type='Polygon', coordinates=[[[100.5433496, 13.7550945], [100.5746679, 13.7550945], [100.5746679, 13.8009373], [100.5433496, 13.8009373]]]), attributes={})											UNUSABLE
1238744175568400384	2020-03-14 8:30:00	Coronavirus Veneto, Vo ': isolation works, but it takes 3 weeks	it			X			X							
1244357394899107840	2020-03-29 20:14:56	@GatineaudeK @EPhilippePM @philippejuvin Here is an article which could enlighten you. There are downsides to bring:	fr				X			X						
1237691270308540416	2020-03-11 10:46:08	I swear to fucking Christ there's a freshman at my school who may be carrying covid19 and is still coming to school and has multiple classes w the same teachers I do. if she gives me corona I'm gonna d word	en				X							X		
1240323099570122754	2020-03-18 17:04:05	This whole thread is so eye opening! Wow, just wow.	en			X							X			
1242039333630156801	2020-03-23 10:43:47	#HarveyWeinstein I have a feeling a broken neck is about to become a new symptom of #coronavirus	en				X					X				
1243788488362860545	2020-03-28 6:34:18	Coronavirus. The infected in the province of Trapani rise to 55. Here are the data by city	it				X					X				
1236005130803261441	2020-03-06 19:06:01	@UberSkinh He's sick, it's coronavirus Alede	fr				X			X						
1236240297568411651	2020-03-07 10:40:29	We're playing @latestmusicbar tomorrow night! The other bands are gonna be fun so come and brave the coronavirus with us x	en			X			X							
1234814830034309126	2020-03-03 12:16:11	91 cases of COVID-19 reported in U.S.	en				X			X						
1241742779291766786	2020-03-22 15:05:23	This is Italy!	it			X			X							
1236025373038710785	2020-03-06 20:26:27	Wall Street braces for more market volatility as wild swings become the 'new normal' amid coronavirus	en				X					X				
1243628383122096129	2020-03-27 19:58:06	#COVID19 stay inside fellow gamer idiots	en				X							X		
1243536762628169731	2020-03-27 13:54:02	Probation officer faces eviction over landlord's coronavirus fears	en				X					X				
1240700691879882753	2020-03-19 18:04:30	multiply his estimations by PI	en					X								
1241168796989227013	2020-03-21 1:04:35	@ CarlosA36279124 Let this COVID-19 fart calm down and they stay a whole weekend	es			X			X							
1243032187760521216	2020-03-26 4:29:02	@chicagosmayor "I saw this app from my friend in St. Louis and our city needs it!"   #virus #pandemic #virus	en			X			X							
1243861657341833217	2020-03-28 11:25:03	COVID-19 has left the streets of Canada completely empty and the photos are haunting    u/ArcticShine (Calgary)  @darsi.co (Montreal)  u/etteirrah (Vancouver)  u/moofei (Toronto)	en				X			X						
1234399623906840576	2020-03-02 8:46:19	What is this nonsense on #bbcbreakfast, #bbcnews? No real information about how this person in Essex got #Covid19 without having traveled to any of the effected areas. "football match, somebody sneezed on them". There must be hundreds of carriers out there! Truth please!	en				X							X		
1242712230413496325	2020-03-25 7:17:38	cha _champion9 @Sivakorn_pic Covid-19 khrab thaangaipbaanphiiaechmp aipthaangniikhrab	th													UNUSABLE
1243772517229223937	2020-03-28 5:30:50	Kenyans. Our gov lazed around, took long to enact drastic MEASURES, close all entry ports to prevent COVID-19 into the country. Since go officials were still globe trotting at the time. When they come around they find that part of them are busy going around spreading COVID-19 1/3	en				X							X		
1239609539047145474	2020-03-16 17:48:39	#Let's take care of each other Container of cream SoapDestellos Wash your hands frequently and learn here how to do it in 12 steps and only 20 seconds. #PlanCoronavirus	es			X			X							
1238766593665945600	2020-03-14 9:59:05	No mention of Tulsi and her emergency UBI proposal  This coming from someone who flip flopped saying UBI is important now	en				X							X		
1239227886587932675	2020-03-15 16:32:06	@commonwealmag @jwassers @ColumbiaGR From the experience of SARS, we all learnt that blocking the flow from / to china is the best way to prevent the outbreak of #WuhanVirus	en			X			X							
1239402299203760132	2020-03-16 4:05:09	In other words, we could say that the Coronavirus is like the menu entry, H5N6 the main dish, and what will be the dessert?	es					X								
1243511404285624322	2020-03-27 12:13:16	I hate the times I am with people who are pretending to be serious about Covid-19. Think what time it is good at home where teros is not going anywhere. If only some of the people self-isolate at home and some don't, then the steps to overcome it won't be very effective!	in				X							X		
1235741146225180672	2020-03-06 1:37:02	Coronavirus Bernardeschi: Let's remember these days ... - #Coronavirus #Bernardeschi:	it			X			X							
1243419763834904577	2020-03-27 6:09:07	Oh my God	vi				X						X			
1242168345891409924	2020-03-23 19:16:26	Mr. President @realDonaldTrump  Does the United States already have any information on the real intention of Communist China to spread the virus, or even to have created the Coronavirus with the intention of destabilizing the world economy? #ChinaLiedAndPeopleDied  #chinavirus	en		Place(_api=<tweepy.api.API object at 0x000002DAD1A40C88>, id='68e019afec7d0ba5', url='https://api.twitter.com/1.1/geo/id/68e019afec7d0ba5.json', place_type='city', name='Sao Paulo', full_name='Sao Paulo, Brazil', country_code='BR', country='Brazil', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000002DAD1A40C88>, type='Polygon', coordinates=[[[-46.826039, -24.008814], [-46.365052, -24.008814], [-46.365052, -23.356792], [-46.826039, -23.356792]]]), attributes={})		X							X		
1238891617072771073	2020-03-14 18:15:53	i have that mf simptom.......	en				X							X		
1239925966442582017	2020-03-17 14:46:01	The worst takes I've ever seen on anything are those criticising demands for government transparency on coronavirus by going "oh, bet you'd be demanding Churchill release his wartime strategy!" Guys, coronavirus isn't sentient, we're not giving it a heads up.	en				X							X		
1240905885444079616	2020-03-20 7:39:52	@piersmorgan Hi piers I think you make my morning I'm in isolation suffering from addisons  fybromyalgia emphysema I'm 51 and feel like a 100 this has  petrified me I'm also full of cold coronavirus  or not who knows but they wont test me until I get severe dangerous	en				X			X						
1238305895425114113	2020-03-13 3:28:26	@JuanCarlosPhe For that they must cross the paramo with covid19 all the gangsters of the regime and the tracaleros employees of CANTV who sabotage the service to later charge in $ the restitution of the same. And so after several years we could all have a good quality internet service.	es				X			X						
1241050650919743491	2020-03-20 17:15:07	Educational talk is held at the CDI Campo lindo of the Portuguese State about Coronavirus, its form of contagion as well as the measures to prevent it #CubaIsHealth, #CubaCooperates	es			X			X							
1236170323294380032	2020-03-07 6:02:26	In the morning, the people of the house talk about the coronavirus. They're too active, damn it! While me, I wave in the halls like an alcoholic out of the box. Like, even after my second cup of tea, I still can't seem to open my second eye.	fr				X							X		
1234858026672279558	2020-03-03 15:07:50	Coronavirus in Senegal: Imam Kante "organizes" prevention in mosques	fr			X			X							
1235889773086216192	2020-03-06 11:27:38	#Coronavirus: How you should disinfect your seat on a plane The networks have rescued a video of the model Naomi Campbell cleaning her space on the plane.	es					X								
1235667373484634114	2020-03-05 20:43:54	I'm coming home soon #Safari  #Kenya #COVID19 #ThursdayMotivation #NewsGang #Idlib #Idlib #Ruto	en			X			X							
1236239770772295685	2020-03-07 10:38:24	The sum of the incorrect hashtags used these days for the coronavirus (crona, coronaa, coronvirus, etc.) and the Twitter error in the background below are the end of the immune system of grammarcommunists like me.	it				X							X		
1235272352264523784	2020-03-04 18:34:13	VP Pence says schools can shut down over coronavirus fears, meaning a China-like loss of production and economic hit coming to America	en				X					X				
1245030438122541056	2020-03-31 16:49:22	Wow. CNN's Chris Cuomo tests positive for COVID-19 and will continue to anchor shows from his basement while in quarantine. Amazing act to keep others informed.	en			X			X				X			
1237720291473870850	2020-03-11 12:41:27	Wuhan Virus Exposes The Danger of Reliance Upon China - American Greatness	en				X					X				
1239500995928956928	2020-03-16 10:37:20	UNION OF PEOPLES !! THANK YOU, CUBAN BROTHERS !! #StayInYourHouse #UsaTapabocas	es			X			X							
1239661079283650560	2020-03-16 21:13:27	Does anyone have a copy of that sheet they kept holding up?	en		Place(_api=<tweepy.api.API object at 0x000002DAD1A40C88>, id='b71fac2ee9792cbe', url='https://api.twitter.com/1.1/geo/id/b71fac2ee9792cbe.json', place_type='city', name='Sacramento', full_name='Sacramento, CA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000002DAD1A40C88>, type='Polygon', coordinates=[[[-121.576613, 38.43792], [-121.362715, 38.43792], [-121.362715, 38.6855236], [-121.576613, 38.6855236]]]), attributes={})			X								
1235912944644390920	2020-03-06 12:59:42	No cases of coronavirus in the metroplex yet but @FortWorthISD is taking preventative measures to protect students. Schools and buses will get a deep cleaning next week during spring break. The district is also planning for potential school closures. @FOX4 @GoodDayFox4	en		Place(_api=<tweepy.api.API object at 0x000002DAD1A40C88>, id='42e46bc3663a4b5f', url='https://api.twitter.com/1.1/geo/id/42e46bc3663a4b5f.json', place_type='city', name='Fort Worth', full_name='Fort Worth, TX', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000002DAD1A40C88>, type='Polygon', coordinates=[[[-97.538285, 32.569477], [-97.033542, 32.569477], [-97.033542, 32.990456], [-97.538285, 32.990456]]]), attributes={})	X			X							
1237272680568705025	2020-03-10 7:02:49	5 measures to help our businesses survive the Coronavirus	fr			X			X							
1237345089934036992	2020-03-10 11:50:32	Coronavirus; in Mar del Plata we have 4 people under observation, Viviana Bernabei @mdpsalud at AM 760 LU6	es				X			X						
1243834147258294272	2020-03-28 9:35:44	To read! #coronavirus	it					X								
1243104133076451328	2020-03-26 9:14:55	@AKkat56 @GovSisolak He literally said it in his explanation. "2. As written in the regs, doctors can still administer these drugs to admitted patients, including #COVID19 patients, if they deem it medically necessary." ADMITTED patients. So yes....its true	en			X			X							
1238303286220001282	2020-03-13 3:18:04	#WuhanVirus   #wuhanbioweapon	und				X					X				
1235646904182206466	2020-03-05 19:22:33	@ELTIEMPO What was said, to cover the scoundrel of the collapse of the presidency to Petro with the supposed coronavirus of the sub president ...	es				X				X					
1235237820903706625	2020-03-04 16:17:00	Markets expected to fall further as coronavirus hits China's economy	en				X			X						
1243165432665776129	2020-03-26 13:18:30	So they locked the kit	tr												X	
1241846001490694145	2020-03-22 21:55:33	#jaihind  we will do this one day at a time	en			X			X							
1236624471055896576	2020-03-08 12:07:03	Coronavirus Burioni: "People who escape pure madness" - #Coronavirus #Burioni: # "People #escape	it					X								
1244001990708994048	2020-03-28 20:42:41	The coronavirus made Oriana Sabatini prettier than ever (?)	es			X			X							
1241163805813506050	2020-03-21 0:44:45	#covid19 #coronavirus #stayhomesavelives	en			X			X							
1239960980291031043	2020-03-17 17:05:09	Me: this year I will have a job and I will be able to visit my boyfriend more Coronavirus: no	es				X			X						
1244984250614657025	2020-03-31 13:45:50	Excellent, May GOD continue to bless you with his grace and Wisdom, all human beings from different latitudes must thank you for helping in such a selfless way	es			X			X							
1241050869820461058	2020-03-20 17:15:59	Plasma transfusion as per the video has been employed in China successfully on Covid-19 patients.	en			X			X							
1239292827118551042	2020-03-15 20:50:09	@ Irilucas42 @MartinCharquero Because even if you don't believe it, footballers are people, and they can have coronavirus like anyone else, I swear	es		Place(_api=<tweepy.api.API object at 0x000002DAD1A40C88>, id='009b71fa17159ccc', url='https://api.twitter.com/1.1/geo/id/009b71fa17159ccc.json', place_type='admin', name='Canelones', full_name='Canelones, Uruguay', country_code='UY', country='Uruguay', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000002DAD1A40C88>, type='Polygon', coordinates=[[[-56.494047, -34.88039], [-55.3932154, -34.88039], [-55.3932154, -34.207474], [-56.494047, -34.207474]]]), attributes={})		X			X						
1236565139148754944	2020-03-08 8:11:18	I went into a pharmacy and asked "what gets rid of Coronavirus?" via /r/Jokes 	en				X			X						
1244191405964169216	2020-03-29 9:15:21	U so cute, when coronavirus is over, am going to find u	en			X			X							
1240778772976144385	2020-03-19 23:14:46	#CancelStudentDebt	und													UNUSABLE
1235600889387286528	2020-03-05 16:19:43	My question is, how is Coronavirus going to effect March Madness?   @marchmadness @NCAA #marchmadness @theACC #CoronavirusOutbreak	en				X			X						
1242361213146861568	2020-03-24 8:02:49	C Perrone: head of the infectious diseases department at Garches hospital, professor of infectious diseases at the University of Versailles, member of the WHO is surprised that the use of hydroxychloroquine is only recommended in severe cases	fr				X						X			
1240963733452722176	2020-03-20 11:29:44	Thanks.  Very helpful to know the stages.	en			X			X							
1235777101980147712	2020-03-06 3:59:55	.@Starbucks suspended its plans to open more stores in China, as the coronavirus epidemic hit the coffee chain's results. Same-store sales in China plunged 78% in February.   via @WSJ	en				X			X						
1238902505553223684	2020-03-14 18:59:09	@rachel_lavonne Due to the COVID-19 outbreak they aren't letting anyone who has traveled outside the state of Michigan come back to work lol	en				X			X						
1244060182381875200	2020-03-29 0:33:55	Omar Fayad, governor of #Hidalgo, tested positive for Covid-19 He reported that the quarantine began at his home ... #Coronavirus # COVID19mx	es				X			X						
1243741159668584448	2020-03-28 3:26:14	@ChinaDaily In Ecuador we are dying, there is no medicine to control the virus, Covid-19 HELP!	es				X			X		X				
